"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HasOptedOutOfEmail","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","Product_Areas__c","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
04a3a979-939c-4d32-b673-a1333df9d731,218bf119-ad62-4668-8e73-b3c500f5bb13,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+860@gmail.com,"#N/A","#N/A",Daphne,false,"#N/A","#N/A",Curry,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4069,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
04b211f4-7a6c-4b29-947d-4b1f51c7a43e,8935e75f-d5c0-4863-ab47-e2a17be1cb9d,"#N/A",(08) 6471 7134,"#N/A",Business Development,"#N/A",jmanningcongagdo+145@gmail.com,"#N/A",(08) 6471 7134,Maiga,false,"#N/A","#N/A",Jermayne,"#N/A",Adelaide,Australia,"#N/A","#N/A","#N/A",5000,SA,460 Waymouth St,0424 210 803,Adelaide,Australia,"#N/A","#N/A","#N/A","#N/A",5000,SA,460 Waymouth St,(08) 6471 7134,"#N/A","#N/A","#N/A","EVP, Business Development",Prodly,"#N/A","#N/A",false,false
04bb87c7-9262-4e14-a938-115c466dbafd,11680257-4ed3-46d6-a847-4689e8ead1fe,"#N/A","#N/A",1980-01-21,"#N/A","#N/A",jmanningcongagdo+475@gmail.com,"#N/A","#N/A",Biddy,false,"#N/A","#N/A",Wilbert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0549ab8b-450d-4875-b599-67aa22b57962,52d6cf70-551d-41b4-84e8-9d84ee63d1be,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+477@gmail.com,"#N/A","#N/A",Lucienne,false,"#N/A","#N/A",Earlie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
063f154b-e807-4b43-9dce-a4e9b450a1d6,1e27a0f8-eb8c-4d92-a06d-87427627b543,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+59@gmail.com,"#N/A","#N/A",Louisa,false,"#N/A","#N/A",Sterling,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",078 0017 4455,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
069c5038-37ba-43d6-a66c-9c041a2d75e0,85f469cc-f92e-484e-ad37-271f11f1f417,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+318@gmail.com,"#N/A","#N/A",Wilone,false,"#N/A","#N/A",Arlen,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0113,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
06b47dbd-1724-422f-9266-ec4322076c39,c8b9ab84-5da9-45c7-a59d-80cd3fa87f09,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+558@gmail.com,"#N/A","#N/A",Saloma,false,"#N/A","#N/A",Filberte,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(051) 212-3456,"#N/A","#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
072a6369-a3e9-4ac2-8110-a636e894dc3e,438a418c-876f-451f-8dca-10bd30b33323,"#N/A","#N/A","#N/A","#N/A","Marc A. Howze is Senior Vice President and Chief Administrative Officer, Deere & Company, a position he was appointed to in November 2016. In this role, he has responsibility for the primary administrative activities of the company, including Human Resources, Labor Relations, Public Affairs, Communications, Brand Management, and Security.",jmanningcongagdo+78@gmail.com,"#N/A","#N/A",Dael,false,"#N/A","#N/A",Ty,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80205,CO,2001 Blake Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(590) 978-4167,"#N/A","#N/A","#N/A","SVP, Chief Administrative Officer",Prodly,"#N/A","#N/A",false,false
074182ba-1cb7-4071-91f1-ad28db2e7639,cbb55378-658e-4ee2-8e76-62f36dad0d26,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+353@gmail.com,"#N/A","#N/A",Emilia,false,"#N/A","#N/A",Otto,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(484)576-8708,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
074fe5ff-6a24-4636-b624-c5ceaa6c7445,233af7a8-6b11-434f-854a-41cc85b4c5e7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+654@gmail.com,"#N/A","#N/A",Gretna,false,"#N/A","#N/A",Riordan,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3980,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
08079e4e-06b7-49b1-be30-8739c22a248f,a63edf52-6bad-4710-ac45-7b9611541238,"#N/A",(02) 6817 6366,"#N/A",Finance,"#N/A",jmanningcongagdo+48@gmail.com,"#N/A",(02) 6817 6366,Eve,false,"#N/A","#N/A",Hillel,"#N/A",Kensington,Australia,"#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,0411 837 195,Kensington,Australia,"#N/A","#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,(02) 6817 6366,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
08922466-01ce-4506-b53e-895a44491de7,18973a35-a6a4-4677-80bd-9e68134f50b6,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+282@gmail.com,"#N/A","#N/A",Susannah,false,"#N/A","#N/A",Winston,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(256) 531-2958,"#N/A","#N/A","#N/A","CEO, Chairperson",Prodly,"#N/A","#N/A",false,false
094e14ab-c376-4b82-8929-4fedaff0c7da,6af2cd9d-45b2-4fdc-b828-ce1202fdd7d1,"#N/A","#N/A",1981-06-09,"#N/A","Chairman and Chief Executive Officer since January 1, 2013. President and Chief Operating Officer from May 2012 through December 2012. Executive Vice President, Marine Systems, from May 2010 to May 2012. Senior Vice President, Planning and Development, from 2005 to May 2010. Vice President, Strategic Planning from 2002 to 2005. Ms. Novakovic currently serves as a director of Abbott Laboratories.",jmanningcongagdo+276@gmail.com,"#N/A","#N/A",Loralyn,false,"#N/A","#N/A",Gallagher,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80204,CO,1701 Bryant Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(816) 380-9517,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0977096a-9189-415e-bce8-76f071151554,71380217-6fe7-4fae-bf50-646258373013,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+446@gmail.com,"#N/A","#N/A",Celka,false,"#N/A","#N/A",Northrup,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(240) 485-6375,"#N/A","#N/A","#N/A",Global Head of Human Capital Management,Prodly,"#N/A","#N/A",false,false
09d1f76d-0d86-402d-ac73-f190809a16c5,957b9bf5-b619-466b-8fce-d7fc114ab3b0,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+117@gmail.com,"#N/A","#N/A",Bridgette,false,"#N/A","#N/A",Jermain,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",84 0017 4455,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
09f55544-f868-4473-b3de-06b68480c1b4,f8c32c41-3ce2-46f4-8952-52159bf5d6b9,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+495@gmail.com,"#N/A","#N/A",Kellie,false,"#N/A","#N/A",Yankee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
0a951192-a21a-402c-8b34-d1635608c86e,906989b6-d4e8-4482-b2df-7066a0403f99,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+200@gmail.com,"#N/A","#N/A",Evaleen,false,"#N/A","#N/A",Erroll,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0107,"#N/A","#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
0b029e6f-5d06-4d90-8fc9-421bab45bbec,2be5173b-2455-4ecc-968d-e622a896cfe2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+631@gmail.com,"#N/A","#N/A",Persis,false,"#N/A","#N/A",Saxe,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 20 5678 9900,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0b16d718-10c7-4582-bf1f-1d70bade59a9,a55b7a9a-0127-487d-84a8-d914100a1284,"#N/A","#N/A","#N/A","#N/A","Previously, Donofrio was vice president, secretary and general counsel of Mars, Incorporated. Prior to Mars, Donofrio held the general counsel and secretary role at the Shaw Group, Inc. and Visteon Inc.",jmanningcongagdo+724@gmail.com,"#N/A","#N/A",Elita,false,"#N/A","#N/A",Graehme,"#N/A",Green Bay,USA,"#N/A","#N/A","#N/A",54304,WI,1265 Lombardi Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(119) 165-0834,"#N/A","#N/A","#N/A",EVP and General Counsel,Prodly,"#N/A","#N/A",false,false
0b54f32b-65cd-4c43-9e13-277406a1d693,00daa52c-9132-4bb9-99da-993eec380a62,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+338@gmail.com,"#N/A","#N/A",Lyndell,false,"#N/A","#N/A",Nolly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(297) 972-5262,"#N/A","#N/A","#N/A",Executive Vice President and Chief Merchandising Officer,Prodly,"#N/A","#N/A",false,false
0bbcd614-e1ef-433f-8c28-87b0790f84c3,90c17308-dd04-4d27-ba07-2043e772f31e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+813@gmail.com,"#N/A","#N/A",Clare,false,"#N/A","#N/A",Titus,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4049,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0bc0f693-e18d-4532-a5cf-4f3b2d59a45c,233af7a8-6b11-434f-854a-41cc85b4c5e7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+653@gmail.com,"#N/A","#N/A",Ashlen,false,"#N/A","#N/A",Sollie,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3979,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
0c061269-a1b1-411d-a0f2-c22ebcf6eaca,fac2c8f6-07bf-4cc2-a4df-6a0b9359521d,"#N/A","#N/A","#N/A","#N/A","John Hele is executive vice president & chief financial officer for MetLife, Inc. and a member of the company's executive group. Appointed to this position in September 2012, Hele oversees all financial management matters for MetLife, including financial reporting, treasury, corporate actuarial, tax, investor relations as well as mergers and acquisitions.",jmanningcongagdo+818@gmail.com,"#N/A","#N/A",Jewel,false,"#N/A","#N/A",Judas,"#N/A",Oakland,USA,"#N/A","#N/A","#N/A",94621,CA,7000 Coliseum Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(177) 198-9672,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0cb5225c-4ce6-4d29-b542-41eae612c857,fcb50842-1311-422f-9d5d-77db7ce3073e,"#N/A",(03) 6686 8203,"#N/A",Operations,"#N/A",jmanningcongagdo+699@gmail.com,"#N/A",(03) 6686 8203,Lilas,false,"#N/A","#N/A",Gordy,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,0424 286 735,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,(03) 6686 8203,"#N/A","#N/A","#N/A",Purchasing,Prodly,"#N/A","#N/A",false,false
0ccfd76e-56d1-44d7-a255-6085a1726671,45eeb4db-5154-4aa1-b120-5a2dbd0def2e,"#N/A","#N/A","#N/A","#N/A","Long before he was named Chairman, President and CEO of NIKE, Inc., Mark Parker was leading the company in other ways. After running competitively at Penn State University, Parker joined Nike as one of our first footwear designers back in 1979. And he’s been at the center of Nike innovation ever since.",jmanningcongagdo+345@gmail.com,"#N/A","#N/A",Vinni,false,"#N/A","#N/A",Ruddie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(395) 173-9906,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0d08d7a5-da6e-44a9-8a86-b3a4eb2d568d,909a73a5-6469-41d3-bca4-2970c688c788,"#N/A","#N/A","#N/A","#N/A","Ruth Fattori is Executive Vice President and Chief Human Resources Officer of PepsiCo. In its global portfolio of food and beverage brands, PepsiCo has 22 different brands that generate more than $1 billion each in estimated annual retail sales.",jmanningcongagdo+462@gmail.com,"#N/A","#N/A",Frances,false,"#N/A","#N/A",Benedick,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(559) 986-2778,"#N/A","#N/A","#N/A",CHRO,Prodly,"#N/A","#N/A",false,false
0eea2afb-783e-476e-b573-dd1e75a45656,edb93323-3ab0-4115-9081-114bd6bfd23a,"#N/A","#N/A",1982-08-20,"#N/A","#N/A",jmanningcongagdo+384@gmail.com,"#N/A","#N/A",Tomi,false,"#N/A","#N/A",Francesco,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(310) 780-2102,"#N/A","#N/A","#N/A",General Counsel,Prodly,"#N/A","#N/A",false,false
0efa0248-5708-4ffa-9dfe-b6ea6625babf,34358351-a3dd-4cbf-b704-5592c334f51a,"#N/A","#N/A","#N/A","#N/A","Dion Weisler is the President and CEO of HP Inc., a global leader in innovative personal computing devices, printers, 3D printing, and related services and solutions. A Fortune 100 company with operations in more than 170 countries, HP Inc. is focused on creating technology that makes life better for everyone, everywhere, while championing diversity, sustainability, and corporate responsibility in every community where it does business.",jmanningcongagdo+589@gmail.com,"#N/A","#N/A",Carlin,false,"#N/A","#N/A",Christian,"#N/A",Cleveland,USA,"#N/A","#N/A","#N/A",44114,OH,100 Alfred Lerner Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(189) 239-7731,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0f38a14a-dcee-4186-8c8f-b5e9e63478fd,8b1ce99a-f3e0-4d57-b0a2-da6baaac12db,"#N/A","#N/A","#N/A","#N/A","Mr. Donald H. Layton, also known as Don, ACIS, LLBm has been the Chief Executive Officer at Federal Home Loan Mortgage Corporation since May 21, 2012. Mr. Layton has been a Senior Advisor of NewOak Capital LLC since March 2010. He has over 35 years of experience in financial services and as a corporate leader. Mr. Layton served as the Head of Finance and Risk Management at JPMorgan Chase & Co. since June 2004 and its Head of Technology since July 2003.",jmanningcongagdo+593@gmail.com,"#N/A","#N/A",Kellen,false,"#N/A","#N/A",Rufus,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(864) 301-5588,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
